지역 및 규모,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
대전(135㎡초과),82.76952869,83.46029619,83.92376448,84.01221312,85.10397171,85.39428703,85.46217069,85.62583913,85.95195762,86.87891272,87.20889919,87.84676847,88.90898152,89.04423524,89.3042666,90.70971167,92.21518744,92.84086154,93.429668,93.77086446,93.95800641,94.52665689,94.94183563,95.53440407,95.65321546,95.49842749,95.36011709,95.32459497,95.19739973,95.17732257,95.1149895,95.10233722,95.10233722,95.05829285,95.12847378,95.21157883,95.21338065,95.20415127,95.35109852,95.42216564,95.50368592,95.75000164,95.96124461,96.16111659,97.91160217,98.96467079,99.45119249,100,100.5620947,100.5620947,101.1319116,101.1319116,101.1319116,101.1319116,100.712685,100.891752,101.0060634,101.5505032,102.2348869,102.7201021,104.1166065,104.1475993,104.1887179,104.2879309,104.4513338,105.069233,105.0780852,105.1789381,106.5761986,108.9231581
울산(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.55099414,98.83056509,98.57241019,98.11593728,97.42001664,96.75616278,95.99290323,95.98864078,93.94235233,92.84969588,91.53476384,89.92760759,89.54026819,87.66704264,86.95016538,86.57367582,85.80898706,85.06383494,84.58344032,82.95622288,82.16697561,80.82054069
울산(40㎡초과 ~ 60㎡이하),94.04082476,94.00384075,94.14091653,94.55695056,94.95930818,95.31281494,95.98388058,96.82812241,97.1938557,97.46525709,97.65910532,97.97103034,98.32496088,98.47472394,98.8299015,98.92661296,99.44594436,99.74590989,100.328181,100.7867895,101.0829331,101.6391184,102.0495673,102.4053231,102.7148219,102.9268303,103.1040486,103.0818438,103.0390002,103.1283195,102.901859,102.6047821,102.2617029,102.0691129,102.0705377,102.2073402,102.2228428,101.9654181,101.8649832,101.9048128,101.8584469,101.5005375,101.2967476,101.2607334,100.9853078,100.8475862,100.5464536,100,99.64048168,98.97517121,98.19630641,97.42391857,96.61118675,95.08709915,94.02517361,92.70100145,91.31742808,90.31890201,89.07512956,87.85477238,86.64404031,85.97711072,85.21986366,84.41098588,83.33922017,82.66991218,82.00798757,81.36908893,80.95284964,80.62189364
울산(60㎡초과 ~ 85㎡이하),93.34640278,93.43553267,93.67756351,93.90299611,94.08809335,94.38189201,94.77572811,95.12759008,95.51928616,95.88307292,96.20528028,96.43463606,96.68387169,96.79783068,96.97672748,97.24076548,97.58156319,97.9851587,98.38655991,98.71409201,99.01155266,99.47341473,99.94307598,100.3974795,100.7742785,101.0590469,101.2923734,101.4533779,101.6707158,101.8749038,102.0272911,101.9425343,101.8196251,101.9388998,102.1981006,102.1673882,102.1001166,101.9402272,101.7610615,101.7560544,101.651332,101.5844686,101.3785745,101.1172597,100.7629756,100.5565416,100.3469231,100,99.62325613,99.10333507,98.73071427,98.52375799,97.98903287,97.0875098,96.29262936,95.3436917,94.2056133,93.41787674,92.59168063,91.5594534,90.39902032,89.4605413,89.02930348,88.57572127,88.07618683,87.66198703,87.31164594,87.08777306,86.90996893,86.86972939
울산(85㎡초과 ~ 102㎡이하),94.77969592,94.82620743,94.98940635,95.35983683,95.97027239,96.27795765,96.56817168,96.56817168,96.52961805,96.52961805,96.52961805,96.58802458,96.70652013,96.77533678,96.79302733,96.69762748,96.7934001,96.94909785,97.59289046,97.73321675,97.77830865,98.00257305,98.35732918,98.70721578,99.10781524,99.51225354,99.95375402,100.4389516,101.0501637,101.5516279,101.3032273,101.1902396,101.689125,101.6078694,101.7034862,101.8288021,101.541862,101.6005328,101.2812994,101.2633253,100.7878464,101.3594932,101.144361,100.6964471,100.3378167,100.578598,100.4541533,100,100.1332917,99.68572491,99.68572491,99.61105561,99.16155078,98.91344662,98.47030091,97.76780444,97.53218701,97.26811023,96.67902944,96.05808388,95.41680286,95.02468117,94.45537801,94.29806318,93.93731689,93.94993287,93.93979708,93.71647395,93.60998783,93.31577862
울산(102㎡초과 ~ 135㎡이하),95.55734333,95.6545677,95.57676714,95.51101737,95.58911039,95.6871594,95.83108423,95.92582749,96.11881605,96.35729168,96.60511815,96.85033075,96.9010012,97.0906073,97.37046424,97.78817545,98.16776064,98.49125051,98.65979286,98.83765504,98.97708942,99.23515413,99.63991748,100.0572137,100.3889699,100.4482962,100.9495471,101.0984226,101.2066248,101.147152,101.247582,101.0882563,101.0274202,101.027177,100.9057252,100.8733646,100.926964,100.8122979,100.8390254,100.7657254,100.7801071,100.7914192,100.7113735,100.6678646,100.6681455,100.4972272,100.2941107,100,99.85989972,100.1969849,99.91460697,99.78701856,99.52575188,99.15182623,98.52798223,98.03163594,97.32768787,96.95717683,96.26883048,95.85992205,95.3149601,94.4524711,94.14246563,93.83773898,93.63463047,93.41850669,93.24746579,93.60687325,93.78253473,93.80844134
울산(135㎡초과),96.78903236,96.5724601,96.66014675,96.53156403,96.44761209,96.43582219,97.10318659,97.23226863,97.88523264,98.63706242,98.68829477,98.45040523,98.10439448,97.7160746,97.42149887,97.61853591,97.91489825,97.5127294,97.84211768,97.96761023,97.98463493,98.04692555,98.27340784,98.66368299,99.09143479,99.23478106,99.42201412,99.49877608,99.45570325,99.39812837,99.28277683,99.35279202,99.42836851,99.41579033,99.5768231,99.61526575,99.58498436,99.58349161,99.71902674,99.64339713,99.72130276,99.71867707,99.67910331,99.64063603,100.1526613,100.108096,100.1279834,100,99.39434457,99.03306574,99.44870577,99.44870577,99.29334808,99.16314744,98.66278037,98.37144068,98.19152668,98.04489882,96.62128365,96.62382143,96.52712266,96.52712266,95.92063856,95.44353654,95.44353654,95.39566353,95.39566353,95.72331148,95.72331148,95.64654435
세종(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.58465845,99.0434537,98.81917248,98.00991998,98.58411565,98.23191623,98.55019229,98.57694693,98.03990743,97.61804741,97.33958727,97.33958727,96.90603943,96.12146441,95.49389664,95.49389664,95.86497447,95.18884531,95.30831781,94.82205023,94.5493268,94.04982034
세종(40㎡초과 ~ 60㎡이하),101.0762791,101.3170553,101.9463655,101.9874166,101.8931109,101.7488543,101.6481075,101.4157328,101.0269076,100.8823826,100.6288635,100.6511936,100.5208732,100.1470938,100.0503195,99.96529687,99.72495832,99.37894516,98.94744031,98.93342407,98.65509425,98.49506409,98.45931194,98.4314037,98.55416932,98.45975693,98.18797015,98.22538347,98.36749755,98.32784295,98.05063052,98.12390438,97.94305428,97.8386473,97.56073902,97.7591214,97.7971542,97.76405925,97.79665985,97.69805787,97.87321657,98.46773072,99.31917776,99.60347312,100.2061415,100.3281592,100.1473895,100,99.99914104,100.076619,100.7796403,100.4672928,100.7878014,100.5980825,100.9973514,101.0274627,101.1127384,101.060597,101.1860443,101.0770434,101.0379612,100.8301963,100.6302304,100.3854227,99.64155813,99.32309857,98.81477371,98.11340409,97.85844928,97.65634594
세종(60㎡초과 ~ 85㎡이하),94.87120641,94.44315761,94.60341319,94.60401014,94.39323905,93.8228333,93.59416592,92.90367746,92.66819431,92.25545703,92.72760055,92.63607398,92.32979509,92.38648174,92.50428576,92.45396829,92.68697287,92.78045536,92.80049275,92.75177361,92.79874212,92.84273425,92.84813151,92.83001709,92.82154322,92.92864797,93.16965893,93.33913702,93.28725948,93.33707076,93.43842674,93.59699006,93.84452771,93.99067747,94.42396175,94.48868446,94.640428,94.75151324,94.65477153,94.55063307,94.72113997,95.56465653,98.28979976,99.36062267,99.99038719,99.9395064,99.97685836,100,99.94946234,100.3424463,100.1080604,100.5970411,100.9716367,101.4460524,101.4227208,101.7439811,101.6156389,101.4307479,101.1870416,101.2780019,101.3197425,101.5290189,101.3597995,101.0339235,99.98083022,99.57385788,98.81786475,98.27668666,98.19760446,98.14805303
세종(85㎡초과 ~ 102㎡이하),,,,,,,,,,,,,,,,,,,92.56133619,92.12962972,92.12962972,91.02836529,91.02836529,90.69769255,90.69769255,90.47009303,90.60075326,91.36967432,91.23790519,91.58340601,91.47672743,91.8469908,91.97849986,92.05479953,92.11586218,92.21644993,92.29045471,92.06519385,91.96776157,92.10632788,92.70764508,93.9216183,97.92196202,98.73152546,99.25708232,99.50451027,99.95440357,100,100,100,101.0087646,101.7104829,101.5035797,101.4198995,101.650726,102.147318,102.6381283,102.4223737,102.8672875,103.0403231,103.3873663,103.3873663,103.2332845,102.8119989,102.2657726,102.045906,101.767195,101.7405168,101.5704442,101.523611
세종(102㎡초과 ~ 135㎡이하),103.9742444,107.5934876,106.6001124,106.7032556,106.3966827,105.5984325,104.6333785,103.989124,103.1902033,102.2257789,102.5066516,102.1714185,102.5915166,102.5275873,102.6464654,102.5570972,102.5942705,102.0591036,101.9867675,101.3652746,101.3652746,100.8593826,100.7537509,100.4879255,99.8784947,99.86938384,99.47702467,99.27587376,99.5561105,99.58158646,100.0286209,100.1955067,100.0299635,99.24390471,98.30876048,98.08241677,97.87168948,97.75980549,97.56020227,97.42979898,97.59274601,98.1413216,99.19675411,99.65051141,99.84737152,99.96788396,99.91139337,100,100,99.91713759,99.71492289,100.1705566,100.3124681,100.5293926,100.939143,101.2263948,101.3359219,101.2840368,101.2840368,101.6737499,101.6150807,101.6150807,101.6113377,100.7311938,99.77841565,99.49417922,98.81799889,98.294626,97.64306353,97.55589297
세종(135㎡초과),,,,,,,,,,,,,,,,,,,100.3892115,98.5126122,98.5126122,100.3719965,101.4876214,102.7977522,99.4553381,98.71168159,98.71168159,98.71168159,98.33985315,98.33985315,97.22436706,95.73705046,96.66465716,96.66465716,95.54700816,95.91663047,96.29064395,96.29064395,96.10600208,96.84895601,96.10600208,96.10600208,95.91663047,96.47493243,96.29064395,98.7049003,99.61464211,100,,,,,,,,,,,,,,,,,,,,,,
강원(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.90724098,99.73338064,99.83880951,99.78492849,99.79297331,99.40480923,98.9558236,98.41474699,98.04636323,97.94207103,97.63263216,96.88046085,96.10422523,95.29236058,94.29732453,93.48006438,92.79074828,92.22206174,91.76005101,91.12307514,90.62896243,89.90251388
강원(40㎡초과 ~ 60㎡이하),90.40855245,90.54491212,90.62898507,90.82027133,90.79240403,90.79540521,90.78817855,90.7714765,90.73416982,90.74903626,90.80346316,90.94904666,91.13043161,91.22876773,91.44006215,91.69339753,92.28520575,92.64918514,93.01941587,93.17924027,93.55788879,93.98685091,94.39750432,94.97785049,95.2239589,95.32937494,95.47150494,95.59952726,95.82733318,96.08198845,96.18744865,96.26413554,96.4005682,96.56000793,96.76943557,96.99156372,97.22038002,97.39275292,97.51133033,97.78183313,98.18815361,98.51955741,98.69060731,98.95321825,99.24959644,99.47442668,99.75256929,100,99.97997629,99.89610752,99.85964212,99.9657316,99.51268179,99.03494917,98.33792341,97.72886408,96.99966844,96.42582046,95.70201761,95.04475537,94.39018278,93.8732959,93.45698666,92.87444937,92.33976714,91.40814799,90.78685089,89.99395081,88.83985531,87.97793075
강원(60㎡초과 ~ 85㎡이하),93.075492,93.17798001,93.17943108,93.13387863,93.05830272,92.96682507,92.79871844,92.72134904,92.71277283,92.75837206,92.96607768,93.06177248,93.33389366,93.4831824,93.60066438,93.73042488,93.95741928,94.21873642,94.46041861,94.53574828,94.60201162,94.89884776,95.24276033,95.61972632,95.85271073,95.95106528,96.10191042,96.2609227,96.36321591,96.55336815,96.69545559,96.83172463,96.97387061,97.12490223,97.49101021,97.7879568,97.98520502,98.12537559,98.25866429,98.45913118,98.85548269,99.12055008,99.34342323,99.46884494,99.54153574,99.76278377,99.91777137,100,99.9187885,99.64931925,99.58166699,99.65763029,99.52287193,99.12745972,98.60670652,98.15300406,97.66018396,97.23764872,96.70802881,95.94346141,95.11851558,94.71702973,94.45022096,94.08328439,93.73298738,93.00322519,92.39735372,91.81095042,91.14171439,90.38027624
강원(85㎡초과 ~ 102㎡이하),95.37427527,95.59872241,95.75510773,95.38825457,94.88433945,95.09058635,95.09058635,94.8865074,94.76916227,94.76916227,94.96798656,95.61880602,95.48462918,95.48462918,95.70540821,95.57029313,95.5812512,94.96854313,94.96854313,95.06370076,95.08295951,94.7966409,95.27271444,95.42577363,95.47023392,95.34950171,95.19161699,95.35604648,95.28715651,95.49068769,95.43430246,96.04100572,96.47319777,96.47319777,97.25672453,98.28287702,98.82183956,99.28914324,99.58803796,99.69695001,99.90979145,100.5560599,100.1281387,100.1281387,100.0428986,99.89310531,100,100,99.54817509,98.92044013,98.76352958,98.58375196,98.00679131,97.61272117,96.93787805,96.48523665,95.8162803,95.77277241,95.95987741,95.95987741,95.95987741,95.95987741,95.95987741,94.7699987,94.48289702,94.34929986,93.39956816,92.62022197,92.33127512,92.11382166
강원(102㎡초과 ~ 135㎡이하),97.88536731,98.02371817,97.62474833,97.00181281,96.21790892,96.15207986,96.15712027,96.04676596,96.04525339,96.17047071,96.27196695,96.98217413,97.31224712,97.56871092,97.61611139,97.66733212,97.4128788,97.38500882,97.31095697,97.31095697,96.97081323,96.90369869,97.0323702,97.00896217,97.27438229,97.23862284,97.40962485,97.54619147,97.44718456,97.61438628,97.81866262,97.72155308,97.7432466,97.73336114,97.82933768,97.91651798,97.99592751,98.0256326,98.16286857,98.3154578,98.39610983,98.72957777,99.03902469,99.25900625,99.30717538,99.63395474,99.77875851,100,99.96831995,99.98457747,100.1489575,99.96068953,99.92502,99.68057012,99.2727507,98.77934311,98.5284575,98.19319685,97.53792638,97.24933226,96.91887484,96.86760441,96.86760441,96.62343418,96.28358939,96.25547546,96.09075,95.59246912,95.45440282,95.27353208
강원(135㎡초과),102.0176865,102.0176865,101.4577612,100.8858196,100.5345474,100.0775991,99.8594038,99.57913893,99.57913893,99.52080864,99.46229302,99.46229302,99.40246004,99.18415458,99.18415458,99.36039555,100.0129741,100.867149,101.7039371,101.7039371,101.7039371,101.8745293,101.8745293,101.8745293,100.5523092,100.5523092,99.32862683,99.32862683,99.32862683,97.95547599,98.07163767,98.32372857,98.15908231,98.15908231,98.49234843,99.22102621,99.48196586,99.48196586,99.48196586,99.48196586,99.48196586,99.48410736,99.48410736,99.61790234,99.61790234,99.87683306,100.0058193,100,,,,,,,,,,,,,,,,,,,,,,
충북(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.70267719,99.19891032,98.91314744,98.35578152,97.46446852,97.23154306,97.1183409,96.44653299,95.96375264,95.81036273,95.46977711,95.01290109,94.2622064,93.56308524,93.37678256,92.46849314,91.87435978,91.68346606,91.44923637,90.96324576,89.92343522,89.48622236
충북(40㎡초과 ~ 60㎡이하),96.89929679,97.34177818,97.6263071,97.95493251,98.29514602,98.57443137,98.85251235,99.28808823,99.47262894,99.91904479,100.4981169,101.1205377,101.5602936,101.8843416,102.4106412,103.0506387,103.4582667,103.6288868,103.6892931,103.7066649,103.9330549,104.1621621,104.2480841,104.1761334,104.1939939,104.0675079,104.0861393,104.0541729,103.9515432,103.8141783,103.5366856,103.1942573,102.9913696,102.7674989,102.6371885,102.5937711,102.4927312,102.4354253,102.3107237,102.1683826,101.8492394,101.6818403,101.4799138,101.2130833,100.8932468,100.4698421,100.2468896,100,99.75616953,99.29205193,98.68108839,98.37732343,97.91398429,97.13158286,96.69071492,96.17974196,95.39863493,94.80980078,94.10410821,93.43911607,92.66621411,91.88436226,91.41263011,90.79926992,89.87267587,89.10277675,88.04761785,87.15583639,86.75752048,86.28212665
충북(60㎡초과 ~ 85㎡이하),98.2280952,98.43744538,98.51466781,98.77816522,98.79271612,98.87317703,99.06933895,99.34743963,99.49159203,99.76405945,100.2062407,100.6888518,101.0544576,101.2609106,101.4900776,101.7906708,102.2985285,102.4267455,102.6529832,102.6596663,102.9499315,103.1097341,103.1230635,102.9478249,102.9156086,102.8744153,102.7921627,102.572333,102.4112626,102.3685153,102.1547997,102.0006741,101.7862805,101.7485448,101.6250066,101.5107936,101.4648233,101.3287341,101.2902931,101.2080489,101.1339275,100.8870578,100.6987507,100.5144317,100.3580615,100.1825829,100.1150061,100,99.85495113,99.53872029,99.26570727,98.99471802,98.50774028,97.89114823,97.17987234,96.66150711,96.14464895,95.71767176,94.97964402,94.48904976,93.97744217,93.35678785,92.85698503,92.39977766,91.82501648,91.16291836,90.48838458,90.10417627,89.71194844,89.43568866
충북(85㎡초과 ~ 102㎡이하),93.23434379,93.52040425,93.52040425,93.527947,93.82686449,93.82686449,93.92450856,94.59403232,94.75565082,95.81035886,97.14287022,97.90890159,98.97896546,100.1912764,100.6324974,101.0693214,103.1355916,103.1355916,103.1355916,103.1355916,103.1262605,103.1262605,103.5580511,103.8680313,103.7876333,103.7876333,102.8894235,102.6760663,102.7805159,102.9534441,102.4490412,101.5587931,100.3948887,100.4993097,100.7595276,101.0821151,101.329415,101.3892431,101.5742392,102.2399846,101.655127,101.6424052,101.1674346,101.0106478,100.597699,100.597699,100.2129273,100,99.88293622,100.3086699,100.4398399,100.700834,99.64594026,99.08375105,99.00299102,98.66681362,98.58595028,98.19516747,97.88689157,97.25570639,96.79944885,96.24202456,96.24202456,95.85285844,95.54589728,94.76355521,94.28258063,94.0257377,93.35317347,92.03471609
충북(102㎡초과 ~ 135㎡이하),98.94553301,99.17777077,99.25258434,99.2983489,99.31597866,99.38406835,99.48617427,99.61537603,99.74134436,100.0561892,100.3554585,100.7714455,101.0760007,101.1256791,101.2544309,101.9935441,102.3089275,102.4709576,102.7202477,102.8164984,102.6968653,102.7065106,102.5964948,102.50918,102.3866597,102.2254461,102.146181,101.9704241,101.4908512,101.3093359,101.1913895,101.0857506,100.9517334,100.9854517,100.9902732,100.9935875,100.861801,100.8551656,100.7751712,100.4983238,100.3319883,100.4909149,100.5346698,100.4386879,100.3660072,100.1850263,100.0335097,100,99.92650968,99.66349002,99.07496919,99.01835282,98.80359209,98.93890522,98.30772736,98.09586172,97.66066302,97.37965185,97.05219777,96.66637433,96.6660003,96.22261972,95.96015036,95.61799904,95.2569429,95.02326972,94.58563636,94.03725261,93.36615487,93.16549824
충북(135㎡초과),99.36502329,99.83171588,99.83171588,99.79647784,100.1414758,100.1414758,99.64321272,100.3315504,100.3315504,100.3315504,100.9113144,101.21886,101.5757151,101.3990526,101.437267,101.4143365,101.3242143,101.3242143,101.592243,101.6808561,101.5290098,101.975615,101.975615,101.975615,100.0900355,100.8098778,100.5787789,100.5787789,100.5496819,100.5517178,100.6064828,99.83620673,99.20856898,99.20856898,99.32896212,99.61935222,99.85666086,99.72177774,99.60756827,99.34795934,99.69863077,99.9869037,99.98888487,99.90224014,99.97830454,99.91334564,100,100,100,99.41411045,99.52477873,99.52477873,99.52477873,99.32130472,98.58780767,98.5277332,98.31711339,97.72663566,97.41927805,97.3596272,96.81769784,96.6779068,96.31732853,96.25804805,94.99917761,94.75863842,94.51680648,94.51680648,94.29365985,94.17156615
충남(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.85261885,99.64549373,98.46181277,97.23844552,96.07216519,95.34209791,94.58940709,94.38154427,93.88594749,93.6006218,93.53534246,93.28200561,92.8042453,91.76913917,91.0782554,90.53429381,89.8649473,89.30993053,88.68001198,88.01295476,87.28127052,86.64553701
충남(40㎡초과 ~ 60㎡이하),100.1594225,100.7684257,101.0236057,101.5985561,102.103441,102.4195416,102.8958785,103.3747221,103.8432812,104.4902033,105.0847074,105.5392946,105.7965549,106.1251442,106.2553,106.2882447,106.4402373,106.5415171,106.5123246,106.3000034,106.1062691,106.0367757,106.0303566,106.1280547,105.8996482,105.7345151,105.2350579,105.0760959,104.6995668,104.2650684,103.9021025,103.5905306,103.3134516,103.2118779,102.9990303,102.6221562,102.3836791,102.1564748,102.1051378,101.9885756,101.6661425,101.2923217,100.9868248,100.9677329,100.6950733,100.5798689,100.3924524,100,99.8531268,99.2799733,98.91706123,98.57147281,97.94997497,97.19101931,96.94510675,96.53841066,95.93443701,95.87267697,95.38009398,94.95701827,94.51711114,94.16812168,93.72628958,93.07974996,92.38199006,91.91782268,91.59682031,91.11265273,90.44915274,90.19683048
충남(60㎡초과 ~ 85㎡이하),101.3069929,101.8871751,102.3123114,102.8329839,103.398762,103.6370782,103.9572093,104.3367518,104.4515138,104.4252838,104.9203793,105.2429635,105.4526253,105.5840724,105.7922191,106.0311292,106.3191049,106.4610274,106.6418619,106.6948571,106.7752538,106.8295297,106.7717363,106.7785683,106.6476656,106.4155721,106.1924347,105.8177872,105.5092531,105.2290699,104.870317,104.4835957,103.976724,103.829553,103.5610513,103.279711,103.0578634,102.9374583,102.4893584,102.2501155,101.7966211,101.5137914,101.1906098,100.8896531,100.6024995,100.2677929,100.1985143,100,99.80338049,99.56079232,99.20399746,98.83693616,98.51690254,98.10849817,97.64996585,97.27334814,96.85421362,96.56328361,96.33427161,96.02848732,95.67739397,95.4098349,95.25259266,94.94818086,94.67444705,94.36030595,94.2253378,94.15625027,94.13257725,94.10764444
충남(85㎡초과 ~ 102㎡이하),101.4256284,101.9718118,102.1288064,102.1212865,102.1717767,102.2503996,102.9358937,103.0895891,102.4559776,102.2312321,103.4058681,103.5787873,103.982517,104.6417545,104.9201452,105.6142425,106.7599787,107.4099917,107.1618848,107.1414206,107.2772387,107.0706951,107.0706951,107.1047233,106.8815526,106.759467,106.4958212,106.1613843,106.0280531,105.2921115,104.9338275,104.2753358,104.4412459,104.3986036,104.3978754,103.6460672,103.5465048,103.4854821,103.205817,103.1780443,103.134311,102.9098751,102.8639916,102.5036168,102.0321737,101.0638657,100.9429708,100,100.0147887,101.3076089,101.3808524,101.911774,101.9091407,102.442796,102.5679413,102.2634593,102.0020143,102.0124906,101.3872782,101.873573,102.0156326,102.0293624,101.7214387,101.5652793,101.5048955,101.578567,101.5573957,101.6431055,101.8128683,102.0029393
충남(102㎡초과 ~ 135㎡이하),100.3313604,101.0082534,101.0713895,101.3551316,101.6370304,101.6951954,101.8045798,101.8001737,101.4519693,101.5968998,101.8255517,101.8233498,101.8919388,101.9524705,101.9416439,102.0499679,102.2880838,102.3730922,102.3636366,102.2970295,102.468583,102.626858,102.8171282,103.0012077,102.7971673,102.7956476,102.6084022,102.651147,102.4187199,102.2411133,102.3283613,102.0603861,101.8444811,101.8905378,101.623957,101.2631126,101.2950279,101.0679258,100.8816811,100.5505985,100.0993547,99.95905246,99.85171352,100.1389874,99.89969361,99.94370644,99.79804249,100,99.55669972,99.66269521,99.93587873,99.72870296,99.60023078,99.39877993,99.13830657,98.80763415,98.78349323,98.74645336,98.26761322,97.99129819,97.79826213,97.50131511,97.12263815,96.80274286,96.57064839,96.5969541,96.36999179,96.16751191,96.36274423,96.05803806
충남(135㎡초과),103.6604904,103.6604904,103.6597979,102.4051867,102.5051148,102.8142125,102.8142125,102.6842884,102.6616078,98.86823171,98.70499514,98.7486824,98.7486824,98.69057637,98.6688489,98.66368069,98.71597797,98.79334963,98.71964261,98.88091075,100.1832765,100.9063105,100.8827245,101.0445792,101.1675053,100.9869306,100.9885545,100.7198511,100.4988774,100.3250505,100.2360622,99.95151983,99.86526396,99.80980934,99.85974238,99.63665435,99.69497122,99.63997284,99.53767166,100.2492059,100.1776524,100.2269758,100.1619818,100.2030608,99.02621331,99.72786468,99.90534863,100,100,100.1240473,100.4658792,100.705884,100.9386292,101.0342546,100.9206591,100.3344539,100.3344539,100.3888688,100.2700371,100.5985828,100.8499192,100.4648019,100.1744069,100.1744069,100.0462032,99.91789774,99.91789774,99.91789774,102.3385912,102.6352599
전북(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.0715329,100.1735213,99.71363843,99.35902003,99.03214484,98.79127019,98.38356481,97.92803056,97.16093594,96.93543315,96.83961521,96.60123252,96.64026501,96.46016212,96.32202073,95.86138903,95.57745665,95.98060524,95.61004659,95.6800676,95.62043082,95.37756476
전북(40㎡초과 ~ 60㎡이하),99.1446331,99.04077855,98.86823209,98.90657328,98.70571428,98.5039301,98.23164848,98.06631224,97.92863076,97.96310627,98.02151216,98.0593606,98.02477379,97.97700238,97.99127651,98.09962256,98.1303541,98.09973695,98.04361796,98.0345841,98.10688842,98.28078011,98.36645617,98.41037861,98.35713184,98.29208253,98.22671455,98.08517973,98.02019813,98.01278882,98.02090665,97.986768,97.96426235,97.94560912,97.97731082,98.12268737,98.29655421,98.36274441,98.43032541,98.60536028,98.74935888,98.84726997,98.96645847,99.20258574,99.39995647,99.577751,99.85088976,100,100.1195471,100.0393064,99.847301,99.70579858,99.56393778,99.24009588,98.79866543,98.56620999,98.41535062,98.25580584,98.27569791,98.207467,98.00931202,97.63379149,97.30737342,96.90317992,96.38474917,95.91308427,95.38899346,94.93202648,94.41029476,93.76127664
전북(60㎡초과 ~ 85㎡이하),98.68477547,98.69263695,98.60524657,98.69158825,98.67232983,98.61425441,98.56858181,98.27500998,98.16409253,98.18798165,98.1686315,98.09918205,97.98193148,97.91122329,97.90388189,97.97438127,98.05724128,97.98939933,97.95886542,98.01513385,98.20296918,98.46050684,98.60765882,98.72243645,98.82875527,98.81329286,98.73528367,98.70876971,98.73212859,98.69586882,98.61166784,98.62739555,98.547984,98.51008321,98.5744568,98.59021511,98.66002274,98.67022942,98.73488985,98.76946589,98.87278788,98.98346438,99.14510094,99.19519878,99.50736114,99.68482408,99.8069157,100,100.0616003,99.91806424,99.81136964,99.56091055,99.48445059,99.19419354,98.95665448,98.60814899,98.43276205,98.4487259,98.32371729,98.25521611,98.15572166,97.90708519,97.75610567,97.41526087,96.87043519,96.47525966,96.10757017,95.72343422,95.36268376,94.97635138
전북(85㎡초과 ~ 102㎡이하),98.74372236,99.04707347,99.69188081,99.84575272,100.0231472,100.0231472,100.0231472,100.0231472,100.302258,100.4496032,100.6334565,100.6334565,100.2996046,100.2996046,100.3157843,100.3157843,100.1790831,100.1790831,100.1790831,100.1790831,100.4101559,100.6405667,100.6405667,100.6405667,100.6312045,100.6312045,100.7079292,100.7079292,100.7079292,100.4650916,100.0829411,100.0829411,99.99820713,99.83486821,100.1474863,99.98219205,99.83017847,99.83017847,99.81855836,99.72943456,99.65259823,99.74165336,99.74165336,99.89271363,99.89296744,99.81596095,100.0387172,100,100.1161996,100.1161996,100.2092609,100.0688319,100.0688319,99.95367137,99.95367137,100.0063719,100.0063719,100.6318715,100.6318715,101.1668342,100.8540467,100.7709012,100.2404834,99.7332546,98.9744312,98.66636862,98.51133954,98.35487936,98.14007458,96.98090422
